country,city,date,congestion,diffRatio
Argentina,Buenos Aires,2019-12-30,27,0.0
Argentina,Buenos Aires,2019-12-31,10,-0.6551724137931034
Argentina,Buenos Aires,2020-01-01,6,-0.8064516129032258
Argentina,Buenos Aires,2020-01-02,18,-0.4545454545454545
Argentina,Buenos Aires,2020-01-03,21,-0.4
Argentina,Buenos Aires,2020-01-04,13,-0.3157894736842105
Argentina,Buenos Aires,2020-01-05,9,-0.25
Argentina,Buenos Aires,2020-01-06,20,-0.2592592592592592
Argentina,Buenos Aires,2020-01-07,21,-0.2758620689655172
Argentina,Buenos Aires,2020-01-08,22,-0.2903225806451613
Argentina,Buenos Aires,2020-01-09,23,-0.303030303030303
Argentina,Buenos Aires,2020-01-10,23,-0.3428571428571429
Argentina,Buenos Aires,2020-01-11,15,-0.2105263157894736
Argentina,Buenos Aires,2020-01-12,10,-0.1666666666666666
Argentina,Buenos Aires,2020-01-13,20,-0.2592592592592592
Argentina,Buenos Aires,2020-01-14,23,-0.2068965517241379
Argentina,Buenos Aires,2020-01-15,24,-0.2258064516129032
Argentina,Buenos Aires,2020-01-16,24,-0.2727272727272727
Argentina,Buenos Aires,2020-01-17,24,-0.3142857142857143
Argentina,Buenos Aires,2020-01-18,13,-0.3157894736842105
Argentina,Buenos Aires,2020-01-19,8,-0.3333333333333333
Argentina,Buenos Aires,2020-01-20,20,-0.2592592592592592
Argentina,Buenos Aires,2020-01-21,23,-0.2068965517241379
Argentina,Buenos Aires,2020-01-22,22,-0.2903225806451613
Argentina,Buenos Aires,2020-01-23,23,-0.303030303030303
Argentina,Buenos Aires,2020-01-24,23,-0.3428571428571429
Argentina,Buenos Aires,2020-01-25,13,-0.3157894736842105
Argentina,Buenos Aires,2020-01-26,10,-0.1666666666666666
Argentina,Buenos Aires,2020-01-27,21,-0.2222222222222222
Argentina,Buenos Aires,2020-01-28,22,-0.2413793103448276
Argentina,Buenos Aires,2020-01-29,23,-0.2580645161290322
Argentina,Buenos Aires,2020-01-30,25,-0.2424242424242424
Argentina,Buenos Aires,2020-01-31,25,-0.2857142857142857
Argentina,Buenos Aires,2020-02-01,15,-0.2105263157894736
Argentina,Buenos Aires,2020-02-02,9,-0.25
Argentina,Buenos Aires,2020-02-03,20,-0.2592592592592592
Argentina,Buenos Aires,2020-02-04,22,-0.2413793103448276
Argentina,Buenos Aires,2020-02-05,25,-0.1935483870967742
Argentina,Buenos Aires,2020-02-06,24,-0.2727272727272727
Argentina,Buenos Aires,2020-02-07,30,-0.1428571428571428
Argentina,Buenos Aires,2020-02-08,13,-0.3157894736842105
Argentina,Buenos Aires,2020-02-09,9,-0.25
Argentina,Buenos Aires,2020-02-10,21,-0.2222222222222222
Argentina,Buenos Aires,2020-02-11,24,-0.1724137931034483
Argentina,Buenos Aires,2020-02-12,24,-0.2258064516129032
Argentina,Buenos Aires,2020-02-13,25,-0.2424242424242424
Argentina,Buenos Aires,2020-02-14,26,-0.2571428571428571
Argentina,Buenos Aires,2020-02-15,15,-0.2105263157894736
Argentina,Buenos Aires,2020-02-16,9,-0.25
Argentina,Buenos Aires,2020-02-17,25,-0.074074074074074
Argentina,Buenos Aires,2020-02-18,24,-0.1724137931034483
Argentina,Buenos Aires,2020-02-19,25,-0.1935483870967742
Argentina,Buenos Aires,2020-02-20,25,-0.2424242424242424
Argentina,Buenos Aires,2020-02-21,29,-0.1714285714285714
Argentina,Buenos Aires,2020-02-22,14,-0.2631578947368421
Argentina,Buenos Aires,2020-02-23,9,-0.25
Argentina,Buenos Aires,2020-02-24,12,-0.5555555555555556
Argentina,Buenos Aires,2020-02-25,9,-0.6896551724137931
Argentina,Buenos Aires,2020-02-26,24,-0.2258064516129032
Argentina,Buenos Aires,2020-02-27,26,-0.2121212121212121
Argentina,Buenos Aires,2020-02-28,31,-0.1142857142857142
Argentina,Buenos Aires,2020-02-29,15,-0.2105263157894736
Argentina,Buenos Aires,2020-03-01,8,-0.3333333333333333
Argentina,Buenos Aires,2020-03-02,25,-0.074074074074074
Argentina,Buenos Aires,2020-03-03,28,-0.0344827586206896
Argentina,Buenos Aires,2020-03-04,29,-0.064516129032258
Argentina,Buenos Aires,2020-03-05,31,-0.0606060606060606
Argentina,Buenos Aires,2020-03-06,32,-0.0857142857142857
Argentina,Buenos Aires,2020-03-07,17,-0.1052631578947368
Argentina,Buenos Aires,2020-03-08,11,-0.0833333333333333
Argentina,Buenos Aires,2020-03-09,29,0.074074074074074
Argentina,Buenos Aires,2020-03-10,29,0.0
Argentina,Buenos Aires,2020-03-11,37,0.1935483870967742
Argentina,Buenos Aires,2020-03-12,29,-0.1212121212121212
Argentina,Buenos Aires,2020-03-13,28,-0.2
Argentina,Buenos Aires,2020-03-14,12,-0.3684210526315789
Argentina,Buenos Aires,2020-03-15,4,-0.6666666666666666
Argentina,Buenos Aires,2020-03-16,21,-0.2222222222222222
Argentina,Buenos Aires,2020-03-17,20,-0.3103448275862069
Argentina,Buenos Aires,2020-03-18,17,-0.4516129032258064
Argentina,Buenos Aires,2020-03-19,20,-0.3939393939393939
Argentina,Buenos Aires,2020-03-20,10,-0.7142857142857143
Argentina,Buenos Aires,2020-03-21,3,-0.8421052631578947
Argentina,Buenos Aires,2020-03-22,0,-1.0
Argentina,Buenos Aires,2020-03-23,5,-0.8148148148148148
Argentina,Buenos Aires,2020-03-24,0,-1.0
Argentina,Buenos Aires,2020-03-25,15,-0.5161290322580645
Argentina,Buenos Aires,2020-03-26,13,-0.6060606060606061
Argentina,Buenos Aires,2020-03-27,12,-0.6571428571428571
Argentina,Buenos Aires,2020-03-28,3,-0.8421052631578947
Argentina,Buenos Aires,2020-03-29,0,-1.0
Argentina,Buenos Aires,2020-03-30,8,-0.7037037037037037
Argentina,Buenos Aires,2020-03-31,7,-0.7586206896551724
Argentina,Buenos Aires,2020-04-01,11,-0.6451612903225806
Argentina,Buenos Aires,2020-04-02,2,-0.9393939393939394
Argentina,Buenos Aires,2020-04-03,11,-0.6857142857142857
Argentina,Buenos Aires,2020-04-04,4,-0.7894736842105263
Argentina,Buenos Aires,2020-04-05,0,-1.0
Argentina,Buenos Aires,2020-04-06,10,-0.6296296296296297
Argentina,Buenos Aires,2020-04-07,11,-0.6206896551724138
Argentina,Buenos Aires,2020-04-08,12,-0.6129032258064516
Argentina,Buenos Aires,2020-04-09,1,-0.9696969696969696
Argentina,Buenos Aires,2020-04-10,0,-1.0
Argentina,Buenos Aires,2020-04-11,3,-0.8421052631578947
Argentina,Buenos Aires,2020-04-12,0,-1.0
Argentina,Buenos Aires,2020-04-13,11,-0.5925925925925926
Argentina,Buenos Aires,2020-04-14,12,-0.5862068965517241
Argentina,Buenos Aires,2020-04-15,14,-0.5483870967741935
Argentina,Buenos Aires,2020-04-16,13,-0.6060606060606061
Argentina,Buenos Aires,2020-04-17,14,-0.6
Argentina,Buenos Aires,2020-04-18,4,-0.7894736842105263
Argentina,Buenos Aires,2020-04-19,0,-1.0
Argentina,Buenos Aires,2020-04-20,12,-0.5555555555555556
Argentina,Buenos Aires,2020-04-21,13,-0.5517241379310345
Argentina,Buenos Aires,2020-04-22,13,-0.5806451612903226
Argentina,Buenos Aires,2020-04-23,13,-0.6060606060606061
Argentina,Buenos Aires,2020-04-24,13,-0.6285714285714286
Argentina,Buenos Aires,2020-04-25,6,-0.6842105263157895
Argentina,Buenos Aires,2020-04-26,1,-0.9166666666666666
Argentina,Buenos Aires,2020-04-27,12,-0.5555555555555556
Argentina,Buenos Aires,2020-04-28,12,-0.5862068965517241
Argentina,Buenos Aires,2020-04-29,14,-0.5483870967741935
Argentina,Buenos Aires,2020-04-30,15,-0.5454545454545454
Argentina,Buenos Aires,2020-05-01,1,-0.9714285714285714
Argentina,Buenos Aires,2020-05-02,6,-0.6842105263157895
Argentina,Buenos Aires,2020-05-03,1,-0.9166666666666666
Argentina,Buenos Aires,2020-05-04,13,-0.5185185185185185
Argentina,Buenos Aires,2020-05-05,14,-0.5172413793103449
Argentina,Buenos Aires,2020-05-06,15,-0.5161290322580645
Argentina,Buenos Aires,2020-05-07,15,-0.5454545454545454
Argentina,Buenos Aires,2020-05-08,15,-0.5714285714285714
Argentina,Buenos Aires,2020-05-09,7,-0.631578947368421
Argentina,Buenos Aires,2020-05-10,1,-0.9166666666666666
Argentina,Buenos Aires,2020-05-11,14,-0.4814814814814815
Argentina,Buenos Aires,2020-05-12,15,-0.4827586206896552
Argentina,Buenos Aires,2020-05-13,15,-0.5161290322580645
Argentina,Buenos Aires,2020-05-14,16,-0.5151515151515151
Argentina,Buenos Aires,2020-05-15,16,-0.5428571428571428
Argentina,Buenos Aires,2020-05-16,7,-0.631578947368421
Argentina,Buenos Aires,2020-05-17,1,-0.9166666666666666
Argentina,Buenos Aires,2020-05-18,14,-0.4814814814814815
Argentina,Buenos Aires,2020-05-19,12,-0.5862068965517241
Argentina,Buenos Aires,2020-05-20,12,-0.6129032258064516
Argentina,Buenos Aires,2020-05-21,12,-0.6363636363636364
Argentina,Buenos Aires,2020-05-22,13,-0.6285714285714286
Argentina,Buenos Aires,2020-05-23,5,-0.7368421052631579
Argentina,Buenos Aires,2020-05-24,0,-1.0
Argentina,Buenos Aires,2020-05-25,1,-0.9629629629629628
Argentina,Buenos Aires,2020-05-26,12,-0.5862068965517241
Argentina,Buenos Aires,2020-05-27,11,-0.6451612903225806
Argentina,Buenos Aires,2020-05-28,12,-0.6363636363636364
Argentina,Buenos Aires,2020-05-29,13,-0.6285714285714286
Argentina,Buenos Aires,2020-05-30,5,-0.7368421052631579
Argentina,Buenos Aires,2020-05-31,0,-1.0
Argentina,Buenos Aires,2020-06-01,11,-0.5925925925925926
Argentina,Buenos Aires,2020-06-02,12,-0.5862068965517241
Argentina,Buenos Aires,2020-06-03,12,-0.6129032258064516
Argentina,Buenos Aires,2020-06-04,11,-0.6666666666666666
Argentina,Buenos Aires,2020-06-05,14,-0.6
Argentina,Buenos Aires,2020-06-06,6,-0.6842105263157895
Argentina,Buenos Aires,2020-06-07,0,-1.0
Argentina,Buenos Aires,2020-06-08,10,-0.6296296296296297
Argentina,Buenos Aires,2020-06-09,13,-0.5517241379310345
Argentina,Buenos Aires,2020-06-10,13,-0.5806451612903226
Argentina,Buenos Aires,2020-06-12,15,-0.5714285714285714
Argentina,Buenos Aires,2020-06-13,7,-0.631578947368421
Argentina,Buenos Aires,2020-06-14,1,-0.9166666666666666
Argentina,Buenos Aires,2020-06-15,2,-0.925925925925926
Argentina,Buenos Aires,2020-06-16,13,-0.5517241379310345
Argentina,Buenos Aires,2020-06-17,14,-0.5483870967741935
Argentina,Buenos Aires,2020-06-18,14,-0.5757575757575758
Argentina,Buenos Aires,2020-06-19,15,-0.5714285714285714
Argentina,Buenos Aires,2020-06-20,6,-0.6842105263157895
Argentina,Buenos Aires,2020-06-21,0,-1.0
Argentina,Buenos Aires,2020-06-22,10,-0.6296296296296297
Argentina,Buenos Aires,2020-06-23,12,-0.5862068965517241
Argentina,Buenos Aires,2020-06-24,13,-0.5806451612903226
Argentina,Buenos Aires,2020-06-25,15,-0.5454545454545454
Argentina,Buenos Aires,2020-06-26,16,-0.5428571428571428
Argentina,Buenos Aires,2020-06-27,7,-0.631578947368421
Argentina,Buenos Aires,2020-06-28,1,-0.9166666666666666
Argentina,Buenos Aires,2020-06-29,16,-0.4074074074074074
Argentina,Buenos Aires,2020-06-30,20,-0.3103448275862069
Argentina,Buenos Aires,2020-07-01,11,-0.6451612903225806
Argentina,Buenos Aires,2020-07-02,12,-0.6363636363636364
Argentina,Buenos Aires,2020-07-03,13,-0.6285714285714286
Argentina,Buenos Aires,2020-07-04,6,-0.6842105263157895
Argentina,Buenos Aires,2020-07-05,1,-0.9166666666666666
Argentina,Buenos Aires,2020-07-06,12,-0.5555555555555556
Argentina,Buenos Aires,2020-07-07,13,-0.5517241379310345
Argentina,Buenos Aires,2020-07-08,15,-0.5161290322580645
Argentina,Buenos Aires,2020-07-09,3,-0.9090909090909092
Argentina,Buenos Aires,2020-07-10,7,-0.8
Argentina,Buenos Aires,2020-07-11,6,-0.6842105263157895
Argentina,Buenos Aires,2020-07-12,1,-0.9166666666666666
Argentina,Buenos Aires,2020-07-13,13,-0.5185185185185185
Argentina,Buenos Aires,2020-07-14,14,-0.5172413793103449
Argentina,Buenos Aires,2020-07-15,14,-0.5483870967741935
Argentina,Buenos Aires,2020-07-16,13,-0.6060606060606061
Argentina,Buenos Aires,2020-07-17,15,-0.5714285714285714
Argentina,Buenos Aires,2020-07-18,7,-0.631578947368421
Argentina,Buenos Aires,2020-07-19,1,-0.9166666666666666
Argentina,Buenos Aires,2020-07-20,13,-0.5185185185185185
Argentina,Buenos Aires,2020-07-21,14,-0.5172413793103449
Argentina,Buenos Aires,2020-07-22,15,-0.5161290322580645
Argentina,Buenos Aires,2020-07-23,16,-0.5151515151515151
Argentina,Buenos Aires,2020-07-24,15,-0.5714285714285714
Argentina,Buenos Aires,2020-07-25,7,-0.631578947368421
Argentina,Buenos Aires,2020-07-26,1,-0.9166666666666666
Argentina,Buenos Aires,2020-07-27,13,-0.5185185185185185
Argentina,Buenos Aires,2020-07-28,15,-0.4827586206896552
Argentina,Buenos Aires,2020-07-29,15,-0.5161290322580645
Argentina,Buenos Aires,2020-07-30,15,-0.5454545454545454
Argentina,Buenos Aires,2020-07-31,16,-0.5428571428571428
Argentina,Buenos Aires,2020-08-01,7,-0.631578947368421
Argentina,Buenos Aires,2020-08-02,1,-0.9166666666666666
Argentina,Buenos Aires,2020-08-03,14,-0.4814814814814815
Argentina,Buenos Aires,2020-08-04,15,-0.4827586206896552
Argentina,Buenos Aires,2020-08-05,15,-0.5161290322580645
Argentina,Buenos Aires,2020-08-06,16,-0.5151515151515151
Argentina,Buenos Aires,2020-08-07,16,-0.5428571428571428
Argentina,Buenos Aires,2020-08-08,7,-0.631578947368421
Argentina,Buenos Aires,2020-08-09,1,-0.9166666666666666
Argentina,Buenos Aires,2020-08-10,14,-0.4814814814814815
Argentina,Buenos Aires,2020-08-11,15,-0.4827586206896552
Argentina,Buenos Aires,2020-08-12,15,-0.5161290322580645
Argentina,Buenos Aires,2020-08-13,15,-0.5454545454545454
Argentina,Buenos Aires,2020-08-14,17,-0.5142857142857142
Argentina,Buenos Aires,2020-08-15,9,-0.5263157894736842
Argentina,Buenos Aires,2020-08-16,1,-0.9166666666666666
Argentina,Buenos Aires,2020-08-17,3,-0.8888888888888888
Argentina,Buenos Aires,2020-08-18,15,-0.4827586206896552
Argentina,Buenos Aires,2020-08-19,15,-0.5161290322580645
Argentina,Buenos Aires,2020-08-20,16,-0.5151515151515151
Argentina,Buenos Aires,2020-08-21,17,-0.5142857142857142
Argentina,Buenos Aires,2020-08-22,8,-0.5789473684210527
Argentina,Buenos Aires,2020-08-23,2,-0.8333333333333334
Argentina,Buenos Aires,2020-08-24,14,-0.4814814814814815
Argentina,Buenos Aires,2020-08-25,15,-0.4827586206896552
Argentina,Buenos Aires,2020-08-26,15,-0.5161290322580645
Argentina,Buenos Aires,2020-08-27,16,-0.5151515151515151
Argentina,Buenos Aires,2020-08-28,17,-0.5142857142857142
Argentina,Buenos Aires,2020-08-29,8,-0.5789473684210527
Argentina,Buenos Aires,2020-08-30,2,-0.8333333333333334
Argentina,Buenos Aires,2020-08-31,13,-0.5185185185185185
Argentina,Buenos Aires,2020-09-01,15,-0.4827586206896552
Argentina,Buenos Aires,2020-09-02,17,-0.4516129032258064
Argentina,Buenos Aires,2020-09-03,16,-0.5151515151515151
Argentina,Buenos Aires,2020-09-04,17,-0.5142857142857142
Argentina,Buenos Aires,2020-09-05,9,-0.5263157894736842
Argentina,Buenos Aires,2020-09-06,2,-0.8333333333333334
Argentina,Buenos Aires,2020-09-07,14,-0.4814814814814815
Argentina,Buenos Aires,2020-09-08,16,-0.4482758620689655
Argentina,Buenos Aires,2020-09-09,16,-0.4838709677419355
Argentina,Buenos Aires,2020-09-10,17,-0.4848484848484849
Argentina,Buenos Aires,2020-09-11,19,-0.4571428571428571
Argentina,Buenos Aires,2020-09-12,9,-0.5263157894736842
Argentina,Buenos Aires,2020-09-13,3,-0.75
Argentina,Buenos Aires,2020-09-14,15,-0.4444444444444444
Argentina,Buenos Aires,2020-09-15,16,-0.4482758620689655
Argentina,Buenos Aires,2020-09-16,16,-0.4838709677419355
Argentina,Buenos Aires,2020-09-17,16,-0.5151515151515151
Argentina,Buenos Aires,2020-09-18,18,-0.4857142857142857
Argentina,Buenos Aires,2020-09-19,11,-0.4210526315789473
Argentina,Buenos Aires,2020-09-20,3,-0.75
Argentina,Buenos Aires,2020-09-21,13,-0.5185185185185185
Argentina,Buenos Aires,2020-09-22,15,-0.4827586206896552
Argentina,Buenos Aires,2020-09-23,15,-0.5161290322580645
Argentina,Buenos Aires,2020-09-24,16,-0.5151515151515151
Argentina,Buenos Aires,2020-09-25,18,-0.4857142857142857
Argentina,Buenos Aires,2020-09-26,7,-0.631578947368421
Argentina,Buenos Aires,2020-09-27,1,-0.9166666666666666
Argentina,Buenos Aires,2020-09-28,13,-0.5185185185185185
Argentina,Buenos Aires,2020-09-29,17,-0.4137931034482759
Argentina,Buenos Aires,2020-09-30,16,-0.4838709677419355
Argentina,Buenos Aires,2020-10-01,16,-0.5151515151515151
Argentina,Buenos Aires,2020-10-02,20,-0.4285714285714285
Argentina,Buenos Aires,2020-10-03,9,-0.5263157894736842
Argentina,Buenos Aires,2020-10-04,1,-0.9166666666666666
Argentina,Buenos Aires,2020-10-05,14,-0.4814814814814815
Argentina,Buenos Aires,2020-10-06,16,-0.4482758620689655
Argentina,Buenos Aires,2020-10-07,18,-0.4193548387096774
Argentina,Buenos Aires,2020-10-08,18,-0.4545454545454545
Argentina,Buenos Aires,2020-10-09,20,-0.4285714285714285
Argentina,Buenos Aires,2020-10-10,11,-0.4210526315789473
Argentina,Buenos Aires,2020-10-11,2,-0.8333333333333334
Argentina,Buenos Aires,2020-10-12,4,-0.8518518518518519
Argentina,Buenos Aires,2020-10-13,18,-0.3793103448275862
Argentina,Buenos Aires,2020-10-14,18,-0.4193548387096774
Argentina,Buenos Aires,2020-10-15,19,-0.4242424242424242
Argentina,Buenos Aires,2020-10-16,22,-0.3714285714285713
Argentina,Buenos Aires,2020-10-17,13,-0.3157894736842105
Argentina,Buenos Aires,2020-10-18,6,-0.5
Argentina,Buenos Aires,2020-10-19,14,-0.4814814814814815
Argentina,Buenos Aires,2020-10-20,15,-0.4827586206896552
Argentina,Buenos Aires,2020-10-21,18,-0.4193548387096774
Argentina,Buenos Aires,2020-10-22,16,-0.5151515151515151
Argentina,Buenos Aires,2020-10-23,20,-0.4285714285714285
Argentina,Buenos Aires,2020-10-24,9,-0.5263157894736842
Argentina,Buenos Aires,2020-10-25,2,-0.8333333333333334
Argentina,Buenos Aires,2020-10-26,17,-0.3703703703703704
Argentina,Buenos Aires,2020-10-27,19,-0.3448275862068966
Argentina,Buenos Aires,2020-10-28,18,-0.4193548387096774
Argentina,Buenos Aires,2020-10-29,22,-0.3333333333333333
Argentina,Buenos Aires,2020-10-30,23,-0.3428571428571429
Argentina,Buenos Aires,2020-10-31,11,-0.4210526315789473
Argentina,Buenos Aires,2020-11-01,6,-0.5
Argentina,Buenos Aires,2020-11-02,17,-0.3703703703703704
Argentina,Buenos Aires,2020-11-03,18,-0.3793103448275862
Argentina,Buenos Aires,2020-11-04,19,-0.3870967741935484
Argentina,Buenos Aires,2020-11-05,21,-0.3636363636363637
Argentina,Buenos Aires,2020-11-06,22,-0.3714285714285713
Argentina,Buenos Aires,2020-11-07,12,-0.3684210526315789
Argentina,Buenos Aires,2020-11-08,7,-0.4166666666666667
Argentina,Buenos Aires,2020-11-09,16,-0.4074074074074074
Argentina,Buenos Aires,2020-11-10,19,-0.3448275862068966
Argentina,Buenos Aires,2020-11-11,20,-0.3548387096774194
Argentina,Buenos Aires,2020-11-12,20,-0.3939393939393939
Argentina,Buenos Aires,2020-11-13,22,-0.3714285714285713
Argentina,Buenos Aires,2020-11-14,10,-0.4736842105263158
Argentina,Buenos Aires,2020-11-15,6,-0.5
Argentina,Buenos Aires,2020-11-16,16,-0.4074074074074074
Argentina,Buenos Aires,2020-11-17,20,-0.3103448275862069
Argentina,Buenos Aires,2020-11-18,22,-0.2903225806451613
Argentina,Buenos Aires,2020-11-19,22,-0.3333333333333333
Argentina,Buenos Aires,2020-11-20,24,-0.3142857142857143
Argentina,Buenos Aires,2020-11-21,12,-0.3684210526315789
Argentina,Buenos Aires,2020-11-22,9,-0.25
Argentina,Buenos Aires,2020-11-23,5,-0.8148148148148148
Argentina,Buenos Aires,2020-11-24,20,-0.3103448275862069
Argentina,Buenos Aires,2020-11-25,20,-0.3548387096774194
Argentina,Buenos Aires,2020-11-26,23,-0.303030303030303
Argentina,Buenos Aires,2020-11-27,24,-0.3142857142857143
Argentina,Buenos Aires,2020-11-28,12,-0.3684210526315789
Argentina,Buenos Aires,2020-11-29,4,-0.6666666666666666
Argentina,Buenos Aires,2020-11-30,19,-0.2962962962962963
Argentina,Buenos Aires,2020-12-01,21,-0.2758620689655172
Argentina,Buenos Aires,2020-12-02,25,-0.1935483870967742
Argentina,Buenos Aires,2020-12-03,27,-0.1818181818181818
Argentina,Buenos Aires,2020-12-04,32,-0.0857142857142857
Argentina,Buenos Aires,2020-12-05,17,-0.1052631578947368
Argentina,Buenos Aires,2020-12-06,10,-0.1666666666666666
Argentina,Buenos Aires,2020-12-07,8,-0.7037037037037037
Argentina,Buenos Aires,2020-12-08,4,-0.8620689655172413
Argentina,Buenos Aires,2020-12-09,29,-0.064516129032258
Argentina,Buenos Aires,2020-12-10,26,-0.2121212121212121
Argentina,Buenos Aires,2020-12-11,30,-0.1428571428571428
Argentina,Buenos Aires,2020-12-12,14,-0.2631578947368421
Argentina,Buenos Aires,2020-12-13,4,-0.6666666666666666
Argentina,Buenos Aires,2020-12-14,23,-0.1481481481481481
Argentina,Buenos Aires,2020-12-15,24,-0.1724137931034483
Argentina,Buenos Aires,2020-12-16,27,-0.1290322580645161
Argentina,Buenos Aires,2020-12-17,30,-0.0909090909090909
Argentina,Buenos Aires,2020-12-18,32,-0.0857142857142857
Argentina,Buenos Aires,2020-12-19,17,-0.1052631578947368
Argentina,Buenos Aires,2020-12-20,7,-0.4166666666666667
Argentina,Buenos Aires,2020-12-21,31,0.1481481481481481
Argentina,Buenos Aires,2020-12-22,36,0.2413793103448276
Argentina,Buenos Aires,2020-12-23,32,0.032258064516129
Argentina,Buenos Aires,2020-12-24,11,-0.6666666666666666
Argentina,Buenos Aires,2020-12-25,3,-0.9142857142857144
Argentina,Buenos Aires,2020-12-26,7,-0.631578947368421
Argentina,Buenos Aires,2020-12-27,3,-0.75
Argentina,Buenos Aires,2020-12-28,16,-0.4074074074074074
Argentina,Buenos Aires,2020-12-29,20,-0.3103448275862069
Argentina,Buenos Aires,2020-12-30,23,-0.2580645161290322
Argentina,Buenos Aires,2020-12-31,7,-0.7878787878787878
Argentina,Buenos Aires,2021-01-04,12,-0.5555555555555556
Argentina,Buenos Aires,2021-01-05,16,-0.4482758620689655
Argentina,Buenos Aires,2021-01-06,15,-0.5161290322580645
Argentina,Buenos Aires,2021-01-07,15,-0.5454545454545454
Argentina,Buenos Aires,2021-01-08,18,-0.4857142857142857
Argentina,Buenos Aires,2021-01-09,9,-0.5263157894736842
Argentina,Buenos Aires,2021-01-10,4,-0.6666666666666666
Argentina,Buenos Aires,2021-01-11,15,-0.4444444444444444
Argentina,Buenos Aires,2021-01-12,18,-0.3793103448275862
Argentina,Buenos Aires,2021-01-13,17,-0.45161290322580644
Argentina,Buenos Aires,2021-01-14,17,-0.48484848484848486
Argentina,Buenos Aires,2021-01-15,20,-0.42857142857142855
Argentina,Buenos Aires,2021-01-16,7,-0.631578947368421
Argentina,Buenos Aires,2021-01-17,6,-0.5
Argentina,Buenos Aires,2021-01-18,14,-0.48148148148148145
Argentina,Buenos Aires,2021-01-19,15,-0.4827586206896552
Argentina,Buenos Aires,2021-01-20,17,-0.45161290322580644
Argentina,Buenos Aires,2021-01-21,15,-0.5454545454545454
Argentina,Buenos Aires,2021-01-22,18,-0.4857142857142857
Argentina,Buenos Aires,2021-01-23,9,-0.5263157894736842
Argentina,Buenos Aires,2021-01-24,4,-0.6666666666666666
Argentina,Buenos Aires,2021-01-25,12,-0.5555555555555556
Argentina,Buenos Aires,2021-01-26,14,-0.5172413793103449
Argentina,Buenos Aires,2021-01-27,17,-0.45161290322580644
Argentina,Buenos Aires,2021-01-28,18,-0.45454545454545453
Argentina,Buenos Aires,2021-01-29,19,-0.45714285714285713
Argentina,Buenos Aires,2021-01-30,10,-0.47368421052631576
Argentina,Buenos Aires,2021-01-31,3,-0.75
Argentina,Buenos Aires,2021-02-01,17,-0.37037037037037035
Argentina,Buenos Aires,2021-02-02,17,-0.41379310344827586
Argentina,Buenos Aires,2021-02-03,18,-0.41935483870967744
Argentina,Buenos Aires,2021-02-04,20,-0.3939393939393939
Argentina,Buenos Aires,2021-02-05,22,-0.37142857142857144
Argentina,Buenos Aires,2021-02-06,12,-0.3684210526315789
Argentina,Buenos Aires,2021-02-07,7,-0.4166666666666667
Argentina,Buenos Aires,2021-02-08,18,-0.3333333333333333
Argentina,Buenos Aires,2021-02-09,20,-0.3103448275862069
Argentina,Buenos Aires,2021-02-10,21,-0.3225806451612903
Argentina,Buenos Aires,2021-02-11,22,-0.3333333333333333
Argentina,Buenos Aires,2021-02-12,24,-0.3142857142857143
Argentina,Buenos Aires,2021-02-13,12,-0.3684210526315789
Argentina,Buenos Aires,2021-02-14,5,-0.5833333333333334
Argentina,Buenos Aires,2021-02-15,6,-0.7777777777777778
Argentina,Buenos Aires,2021-02-16,6,-0.7931034482758621
Argentina,Buenos Aires,2021-02-17,22,-0.2903225806451613
Argentina,Buenos Aires,2021-02-18,23,-0.30303030303030304
Argentina,Buenos Aires,2021-02-19,25,-0.2857142857142857
Argentina,Buenos Aires,2021-02-20,14,-0.2631578947368421
Argentina,Buenos Aires,2021-02-21,8,-0.3333333333333333
Argentina,Buenos Aires,2021-02-22,21,-0.2222222222222222
Argentina,Buenos Aires,2021-02-23,23,-0.20689655172413793
Argentina,Buenos Aires,2021-02-24,24,-0.22580645161290322
Argentina,Buenos Aires,2021-02-25,25,-0.24242424242424243
Argentina,Buenos Aires,2021-02-26,29,-0.17142857142857143
Argentina,Buenos Aires,2021-02-27,17,-0.10526315789473684
Argentina,Buenos Aires,2021-02-28,11,-0.08333333333333333
Argentina,Buenos Aires,2021-03-01,22,-0.18518518518518517
Argentina,Buenos Aires,2021-03-02,24,-0.1724137931034483
Argentina,Buenos Aires,2021-03-03,26,-0.16129032258064516
Argentina,Buenos Aires,2021-03-04,31,-0.06060606060606061
Argentina,Buenos Aires,2021-03-05,32,-0.08571428571428572
Argentina,Buenos Aires,2021-03-06,19,0.0
Argentina,Buenos Aires,2021-03-07,13,0.08333333333333333
Argentina,Buenos Aires,2021-03-08,24,-0.1111111111111111
Argentina,Buenos Aires,2021-03-09,27,-0.06896551724137931
Argentina,Buenos Aires,2021-03-10,27,-0.12903225806451613
Argentina,Buenos Aires,2021-03-11,27,-0.18181818181818182
Argentina,Buenos Aires,2021-03-12,31,-0.11428571428571428
Argentina,Buenos Aires,2021-03-13,18,-0.05263157894736842
Argentina,Buenos Aires,2021-03-14,9,-0.25
Argentina,Buenos Aires,2021-03-15,24,-0.1111111111111111
Argentina,Buenos Aires,2021-03-16,27,-0.06896551724137931
Argentina,Buenos Aires,2021-03-17,29,-0.06451612903225806
Argentina,Buenos Aires,2021-03-18,30,-0.09090909090909091
Argentina,Buenos Aires,2021-03-19,28,-0.2
Argentina,Buenos Aires,2021-03-20,11,-0.42105263157894735
