country,city,date,congestion,diffRatio
Canada,Hamilton,2022-01-04,8,
Canada,Hamilton,2022-01-05,8,
Canada,Hamilton,2022-01-06,7,
Canada,Hamilton,2022-01-07,8,
Canada,Hamilton,2022-01-08,8,
Canada,Hamilton,2022-01-09,7,
Canada,Hamilton,2022-01-10,8,
Canada,Hamilton,2022-01-11,7,
Canada,Hamilton,2022-01-12,8,
Canada,Hamilton,2022-01-13,9,
Canada,Hamilton,2022-01-14,9,
Canada,Hamilton,2022-01-15,7,
Canada,Hamilton,2022-01-16,7,
Canada,Hamilton,2022-01-17,31,
Canada,Hamilton,2022-01-18,16,
Canada,Hamilton,2022-01-19,14,
Canada,Hamilton,2022-01-20,12,
Canada,Hamilton,2022-01-21,17,
Canada,Hamilton,2022-01-22,13,
Canada,Hamilton,2022-01-23,7,
Canada,Hamilton,2022-01-24,24,
Canada,Hamilton,2022-01-25,13,
Canada,Hamilton,2022-01-26,12,
Canada,Hamilton,2022-01-27,17,
Canada,Hamilton,2022-01-28,12,
Canada,Hamilton,2022-01-29,8,
Canada,Hamilton,2022-01-30,8,
Canada,Hamilton,2022-01-31,13,
Canada,Hamilton,2022-02-01,13,
Canada,Hamilton,2022-02-02,19,
Canada,Hamilton,2022-02-03,26,
Canada,Hamilton,2022-02-04,16,
Canada,Hamilton,2022-02-05,13,
Canada,Hamilton,2022-02-06,8,
Canada,Hamilton,2022-02-07,14,
Canada,Hamilton,2022-02-08,15,
Canada,Hamilton,2022-02-09,15,
Canada,Hamilton,2022-02-10,18,
Canada,Hamilton,2022-02-11,18,
Canada,Hamilton,2022-02-12,10,
Canada,Hamilton,2022-02-13,10,
Canada,Hamilton,2022-02-14,15,
Canada,Hamilton,2022-02-15,12,
Canada,Hamilton,2022-02-16,14,
Canada,Hamilton,2022-02-17,26,
Canada,Hamilton,2022-02-18,20,
Canada,Hamilton,2022-02-19,14,
Canada,Hamilton,2022-02-20,9,
Canada,Hamilton,2022-02-21,6,
Canada,Hamilton,2022-02-22,19,
Canada,Hamilton,2022-02-23,12,
Canada,Hamilton,2022-02-24,15,
Canada,Hamilton,2022-02-25,26,
Canada,Hamilton,2022-02-26,11,
Canada,Hamilton,2022-02-27,7,
Canada,Hamilton,2022-02-28,14,
Canada,Hamilton,2022-03-01,15,
Canada,Hamilton,2022-03-02,13,
Canada,Hamilton,2022-03-03,16,
Canada,Hamilton,2022-03-04,15,
Canada,Hamilton,2022-03-05,10,
Canada,Hamilton,2022-03-06,30,
Canada,Hamilton,2022-03-07,16,
Canada,Hamilton,2022-03-08,14,
Canada,Hamilton,2022-03-09,14,
Canada,Hamilton,2022-03-10,15,
Canada,Hamilton,2022-03-11,19,
Canada,Hamilton,2022-03-12,12,
Canada,Hamilton,2022-03-13,9,
Canada,Hamilton,2022-03-14,11,
Canada,Hamilton,2022-03-15,15,
Canada,Hamilton,2022-03-16,14,
Canada,Hamilton,2022-03-17,16,
Canada,Hamilton,2022-03-18,19,
Canada,Hamilton,2022-03-19,13,
Canada,Hamilton,2022-03-20,9,
Canada,Hamilton,2022-03-21,12,
Canada,Hamilton,2022-03-22,14,
Canada,Hamilton,2022-03-23,15,
Canada,Hamilton,2022-03-24,13,
Canada,Hamilton,2022-03-25,16,
Canada,Hamilton,2022-03-26,11,
Canada,Hamilton,2022-03-27,8,
Canada,Hamilton,2022-03-28,13,
Canada,Hamilton,2022-03-29,14,
Canada,Hamilton,2022-03-30,19,
Canada,Hamilton,2022-03-31,17,
Canada,Hamilton,2022-04-01,14,
Canada,Hamilton,2022-04-02,10,
Canada,Hamilton,2022-04-03,6,
Canada,Kitchener-Waterloo,2019-12-30,13,-0.2352941176470588
Canada,Kitchener-Waterloo,2019-12-31,17,-0.1052631578947368
Canada,Kitchener-Waterloo,2020-01-01,5,-0.7619047619047619
Canada,Kitchener-Waterloo,2020-01-02,14,-0.3
Canada,Kitchener-Waterloo,2020-01-03,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-01-04,10,-0.0909090909090909
Canada,Kitchener-Waterloo,2020-01-05,15,0.875
Canada,Kitchener-Waterloo,2020-01-06,20,0.1764705882352941
Canada,Kitchener-Waterloo,2020-01-07,19,0.0
Canada,Kitchener-Waterloo,2020-01-08,25,0.1904761904761904
Canada,Kitchener-Waterloo,2020-01-09,20,0.0
Canada,Kitchener-Waterloo,2020-01-10,22,0.2222222222222222
Canada,Kitchener-Waterloo,2020-01-11,14,0.2727272727272727
Canada,Kitchener-Waterloo,2020-01-12,12,0.5
Canada,Kitchener-Waterloo,2020-01-13,20,0.1764705882352941
Canada,Kitchener-Waterloo,2020-01-14,20,0.0526315789473684
Canada,Kitchener-Waterloo,2020-01-15,18,-0.1428571428571428
Canada,Kitchener-Waterloo,2020-01-16,21,0.05
Canada,Kitchener-Waterloo,2020-01-17,17,-0.0555555555555555
Canada,Kitchener-Waterloo,2020-01-18,35,2.1818181818181817
Canada,Kitchener-Waterloo,2020-01-19,15,0.875
Canada,Kitchener-Waterloo,2020-01-20,24,0.4117647058823529
Canada,Kitchener-Waterloo,2020-01-21,22,0.1578947368421052
Canada,Kitchener-Waterloo,2020-01-22,20,-0.0476190476190476
Canada,Kitchener-Waterloo,2020-01-23,20,0.0
Canada,Kitchener-Waterloo,2020-01-24,21,0.1666666666666666
Canada,Kitchener-Waterloo,2020-01-25,12,0.0909090909090909
Canada,Kitchener-Waterloo,2020-01-26,9,0.125
Canada,Kitchener-Waterloo,2020-01-27,17,0.0
Canada,Kitchener-Waterloo,2020-01-28,21,0.1052631578947368
Canada,Kitchener-Waterloo,2020-01-29,19,-0.0952380952380952
Canada,Kitchener-Waterloo,2020-01-30,19,-0.05
Canada,Kitchener-Waterloo,2020-01-31,19,0.0555555555555555
Canada,Kitchener-Waterloo,2020-02-01,15,0.3636363636363637
Canada,Kitchener-Waterloo,2020-02-02,17,1.125
Canada,Kitchener-Waterloo,2020-02-03,16,-0.0588235294117647
Canada,Kitchener-Waterloo,2020-02-04,16,-0.1578947368421052
Canada,Kitchener-Waterloo,2020-02-05,17,-0.1904761904761904
Canada,Kitchener-Waterloo,2020-02-06,27,0.35
Canada,Kitchener-Waterloo,2020-02-07,21,0.1666666666666666
Canada,Kitchener-Waterloo,2020-02-08,11,0.0
Canada,Kitchener-Waterloo,2020-02-09,13,0.625
Canada,Kitchener-Waterloo,2020-02-10,17,0.0
Canada,Kitchener-Waterloo,2020-02-11,18,-0.0526315789473684
Canada,Kitchener-Waterloo,2020-02-12,17,-0.1904761904761904
Canada,Kitchener-Waterloo,2020-02-13,21,0.05
Canada,Kitchener-Waterloo,2020-02-14,17,-0.0555555555555555
Canada,Kitchener-Waterloo,2020-02-15,12,0.0909090909090909
Canada,Kitchener-Waterloo,2020-02-16,8,0.0
Canada,Kitchener-Waterloo,2020-02-17,5,-0.7058823529411765
Canada,Kitchener-Waterloo,2020-02-18,20,0.0526315789473684
Canada,Kitchener-Waterloo,2020-02-19,18,-0.1428571428571428
Canada,Kitchener-Waterloo,2020-02-20,18,-0.1
Canada,Kitchener-Waterloo,2020-02-21,18,0.0
Canada,Kitchener-Waterloo,2020-02-22,12,0.0909090909090909
Canada,Kitchener-Waterloo,2020-02-23,9,0.125
Canada,Kitchener-Waterloo,2020-02-24,16,-0.0588235294117647
Canada,Kitchener-Waterloo,2020-02-25,19,0.0
Canada,Kitchener-Waterloo,2020-02-26,30,0.4285714285714285
Canada,Kitchener-Waterloo,2020-02-27,29,0.45
Canada,Kitchener-Waterloo,2020-02-28,25,0.3888888888888889
Canada,Kitchener-Waterloo,2020-02-29,14,0.2727272727272727
Canada,Kitchener-Waterloo,2020-03-01,9,0.125
Canada,Kitchener-Waterloo,2020-03-02,19,0.1176470588235294
Canada,Kitchener-Waterloo,2020-03-03,20,0.0526315789473684
Canada,Kitchener-Waterloo,2020-03-04,18,-0.1428571428571428
Canada,Kitchener-Waterloo,2020-03-05,19,-0.05
Canada,Kitchener-Waterloo,2020-03-06,30,0.6666666666666666
Canada,Kitchener-Waterloo,2020-03-07,12,0.0909090909090909
Canada,Kitchener-Waterloo,2020-03-08,9,0.125
Canada,Kitchener-Waterloo,2020-03-09,18,0.0588235294117647
Canada,Kitchener-Waterloo,2020-03-10,18,-0.0526315789473684
Canada,Kitchener-Waterloo,2020-03-11,16,-0.2380952380952381
Canada,Kitchener-Waterloo,2020-03-12,16,-0.2
Canada,Kitchener-Waterloo,2020-03-13,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-03-14,8,-0.2727272727272727
Canada,Kitchener-Waterloo,2020-03-15,5,-0.375
Canada,Kitchener-Waterloo,2020-03-16,9,-0.4705882352941176
Canada,Kitchener-Waterloo,2020-03-17,9,-0.5263157894736842
Canada,Kitchener-Waterloo,2020-03-18,8,-0.6190476190476191
Canada,Kitchener-Waterloo,2020-03-19,8,-0.6
Canada,Kitchener-Waterloo,2020-03-20,7,-0.6111111111111112
Canada,Kitchener-Waterloo,2020-03-21,6,-0.4545454545454545
Canada,Kitchener-Waterloo,2020-03-22,3,-0.625
Canada,Kitchener-Waterloo,2020-03-23,7,-0.5882352941176471
Canada,Kitchener-Waterloo,2020-03-24,7,-0.631578947368421
Canada,Kitchener-Waterloo,2020-03-25,7,-0.6666666666666666
Canada,Kitchener-Waterloo,2020-03-26,7,-0.65
Canada,Kitchener-Waterloo,2020-03-27,7,-0.6111111111111112
Canada,Kitchener-Waterloo,2020-03-28,5,-0.5454545454545454
Canada,Kitchener-Waterloo,2020-03-29,3,-0.625
Canada,Kitchener-Waterloo,2020-03-30,6,-0.6470588235294118
Canada,Kitchener-Waterloo,2020-03-31,6,-0.6842105263157895
Canada,Kitchener-Waterloo,2020-04-01,6,-0.7142857142857143
Canada,Kitchener-Waterloo,2020-04-02,6,-0.7
Canada,Kitchener-Waterloo,2020-04-03,6,-0.6666666666666666
Canada,Kitchener-Waterloo,2020-04-04,4,-0.6363636363636364
Canada,Kitchener-Waterloo,2020-04-05,2,-0.75
Canada,Kitchener-Waterloo,2020-04-06,6,-0.6470588235294118
Canada,Kitchener-Waterloo,2020-04-07,6,-0.6842105263157895
Canada,Kitchener-Waterloo,2020-04-08,6,-0.7142857142857143
Canada,Kitchener-Waterloo,2020-04-09,7,-0.65
Canada,Kitchener-Waterloo,2020-04-10,2,-0.8888888888888888
Canada,Kitchener-Waterloo,2020-04-11,5,-0.5454545454545454
Canada,Kitchener-Waterloo,2020-04-12,2,-0.75
Canada,Kitchener-Waterloo,2020-04-13,5,-0.7058823529411765
Canada,Kitchener-Waterloo,2020-04-14,6,-0.6842105263157895
Canada,Kitchener-Waterloo,2020-04-15,6,-0.7142857142857143
Canada,Kitchener-Waterloo,2020-04-16,6,-0.7
Canada,Kitchener-Waterloo,2020-04-17,6,-0.6666666666666666
Canada,Kitchener-Waterloo,2020-04-18,4,-0.6363636363636364
Canada,Kitchener-Waterloo,2020-04-19,3,-0.625
Canada,Kitchener-Waterloo,2020-04-20,6,-0.6470588235294118
Canada,Kitchener-Waterloo,2020-04-21,6,-0.6842105263157895
Canada,Kitchener-Waterloo,2020-04-22,6,-0.7142857142857143
Canada,Kitchener-Waterloo,2020-04-23,7,-0.65
Canada,Kitchener-Waterloo,2020-04-24,7,-0.6111111111111112
Canada,Kitchener-Waterloo,2020-04-25,6,-0.4545454545454545
Canada,Kitchener-Waterloo,2020-04-26,3,-0.625
Canada,Kitchener-Waterloo,2020-04-27,7,-0.5882352941176471
Canada,Kitchener-Waterloo,2020-04-28,8,-0.5789473684210527
Canada,Kitchener-Waterloo,2020-04-29,7,-0.6666666666666666
Canada,Kitchener-Waterloo,2020-04-30,8,-0.6
Canada,Kitchener-Waterloo,2020-05-01,8,-0.5555555555555556
Canada,Kitchener-Waterloo,2020-05-02,5,-0.5454545454545454
Canada,Kitchener-Waterloo,2020-05-03,4,-0.5
Canada,Kitchener-Waterloo,2020-05-04,7,-0.5882352941176471
Canada,Kitchener-Waterloo,2020-05-05,7,-0.631578947368421
Canada,Kitchener-Waterloo,2020-05-06,7,-0.6666666666666666
Canada,Kitchener-Waterloo,2020-05-07,7,-0.65
Canada,Kitchener-Waterloo,2020-05-08,7,-0.6111111111111112
Canada,Kitchener-Waterloo,2020-05-09,4,-0.6363636363636364
Canada,Kitchener-Waterloo,2020-05-10,3,-0.625
Canada,Kitchener-Waterloo,2020-05-11,6,-0.6470588235294118
Canada,Kitchener-Waterloo,2020-05-12,7,-0.631578947368421
Canada,Kitchener-Waterloo,2020-05-13,7,-0.6666666666666666
Canada,Kitchener-Waterloo,2020-05-14,8,-0.6
Canada,Kitchener-Waterloo,2020-05-15,8,-0.5555555555555556
Canada,Kitchener-Waterloo,2020-05-16,6,-0.4545454545454545
Canada,Kitchener-Waterloo,2020-05-17,4,-0.5
Canada,Kitchener-Waterloo,2020-05-18,3,-0.8235294117647058
Canada,Kitchener-Waterloo,2020-05-19,6,-0.6842105263157895
Canada,Kitchener-Waterloo,2020-05-20,8,-0.6190476190476191
Canada,Kitchener-Waterloo,2020-05-21,8,-0.6
Canada,Kitchener-Waterloo,2020-05-22,8,-0.5555555555555556
Canada,Kitchener-Waterloo,2020-05-23,5,-0.5454545454545454
Canada,Kitchener-Waterloo,2020-05-24,3,-0.625
Canada,Kitchener-Waterloo,2020-05-25,7,-0.5882352941176471
Canada,Kitchener-Waterloo,2020-05-26,7,-0.631578947368421
Canada,Kitchener-Waterloo,2020-05-27,7,-0.6666666666666666
Canada,Kitchener-Waterloo,2020-05-28,7,-0.65
Canada,Kitchener-Waterloo,2020-05-29,8,-0.5555555555555556
Canada,Kitchener-Waterloo,2020-05-30,5,-0.5454545454545454
Canada,Kitchener-Waterloo,2020-05-31,4,-0.5
Canada,Kitchener-Waterloo,2020-06-01,8,-0.5294117647058824
Canada,Kitchener-Waterloo,2020-06-02,9,-0.5263157894736842
Canada,Kitchener-Waterloo,2020-06-03,11,-0.4761904761904762
Canada,Kitchener-Waterloo,2020-06-04,9,-0.55
Canada,Kitchener-Waterloo,2020-06-05,9,-0.5
Canada,Kitchener-Waterloo,2020-06-06,6,-0.4545454545454545
Canada,Kitchener-Waterloo,2020-06-07,4,-0.5
Canada,Kitchener-Waterloo,2020-06-08,9,-0.4705882352941176
Canada,Kitchener-Waterloo,2020-06-09,9,-0.5263157894736842
Canada,Kitchener-Waterloo,2020-06-10,9,-0.5714285714285714
Canada,Kitchener-Waterloo,2020-06-12,11,-0.3888888888888889
Canada,Kitchener-Waterloo,2020-06-13,8,-0.2727272727272727
Canada,Kitchener-Waterloo,2020-06-14,6,-0.25
Canada,Kitchener-Waterloo,2020-06-15,10,-0.4117647058823529
Canada,Kitchener-Waterloo,2020-06-16,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-06-17,10,-0.5238095238095238
Canada,Kitchener-Waterloo,2020-06-18,11,-0.45
Canada,Kitchener-Waterloo,2020-06-19,11,-0.3888888888888889
Canada,Kitchener-Waterloo,2020-06-20,7,-0.3636363636363637
Canada,Kitchener-Waterloo,2020-06-21,5,-0.375
Canada,Kitchener-Waterloo,2020-06-22,9,-0.4705882352941176
Canada,Kitchener-Waterloo,2020-06-23,9,-0.5263157894736842
Canada,Kitchener-Waterloo,2020-06-24,10,-0.5238095238095238
Canada,Kitchener-Waterloo,2020-06-25,10,-0.5
Canada,Kitchener-Waterloo,2020-06-26,11,-0.3888888888888889
Canada,Kitchener-Waterloo,2020-06-27,8,-0.2727272727272727
Canada,Kitchener-Waterloo,2020-06-28,5,-0.375
Canada,Kitchener-Waterloo,2020-06-29,9,-0.4705882352941176
Canada,Kitchener-Waterloo,2020-06-30,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-07-01,4,-0.8095238095238095
Canada,Kitchener-Waterloo,2020-07-02,10,-0.5
Canada,Kitchener-Waterloo,2020-07-03,10,-0.4444444444444444
Canada,Kitchener-Waterloo,2020-07-04,7,-0.3636363636363637
Canada,Kitchener-Waterloo,2020-07-05,5,-0.375
Canada,Kitchener-Waterloo,2020-07-06,9,-0.4705882352941176
Canada,Kitchener-Waterloo,2020-07-07,9,-0.5263157894736842
Canada,Kitchener-Waterloo,2020-07-08,11,-0.4761904761904762
Canada,Kitchener-Waterloo,2020-07-09,10,-0.5
Canada,Kitchener-Waterloo,2020-07-10,11,-0.3888888888888889
Canada,Kitchener-Waterloo,2020-07-11,8,-0.2727272727272727
Canada,Kitchener-Waterloo,2020-07-12,6,-0.25
Canada,Kitchener-Waterloo,2020-07-13,9,-0.4705882352941176
Canada,Kitchener-Waterloo,2020-07-14,10,-0.4736842105263158
Canada,Kitchener-Waterloo,2020-07-15,10,-0.5238095238095238
Canada,Kitchener-Waterloo,2020-07-16,10,-0.5
Canada,Kitchener-Waterloo,2020-07-17,11,-0.3888888888888889
Canada,Kitchener-Waterloo,2020-07-18,7,-0.3636363636363637
Canada,Kitchener-Waterloo,2020-07-19,5,-0.375
Canada,Kitchener-Waterloo,2020-07-20,10,-0.4117647058823529
Canada,Kitchener-Waterloo,2020-07-21,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-07-22,11,-0.4761904761904762
Canada,Kitchener-Waterloo,2020-07-23,11,-0.45
Canada,Kitchener-Waterloo,2020-07-24,12,-0.3333333333333333
Canada,Kitchener-Waterloo,2020-07-25,8,-0.2727272727272727
Canada,Kitchener-Waterloo,2020-07-26,5,-0.375
Canada,Kitchener-Waterloo,2020-07-27,10,-0.4117647058823529
Canada,Kitchener-Waterloo,2020-07-28,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-07-29,11,-0.4761904761904762
Canada,Kitchener-Waterloo,2020-07-30,12,-0.4
Canada,Kitchener-Waterloo,2020-07-31,11,-0.3888888888888889
Canada,Kitchener-Waterloo,2020-08-01,7,-0.3636363636363637
Canada,Kitchener-Waterloo,2020-08-02,6,-0.25
Canada,Kitchener-Waterloo,2020-08-03,6,-0.6470588235294118
Canada,Kitchener-Waterloo,2020-08-04,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-08-05,12,-0.4285714285714285
Canada,Kitchener-Waterloo,2020-08-06,12,-0.4
Canada,Kitchener-Waterloo,2020-08-07,12,-0.3333333333333333
Canada,Kitchener-Waterloo,2020-08-08,8,-0.2727272727272727
Canada,Kitchener-Waterloo,2020-08-09,5,-0.375
Canada,Kitchener-Waterloo,2020-08-10,10,-0.4117647058823529
Canada,Kitchener-Waterloo,2020-08-11,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-08-12,10,-0.5238095238095238
Canada,Kitchener-Waterloo,2020-08-13,11,-0.45
Canada,Kitchener-Waterloo,2020-08-14,12,-0.3333333333333333
Canada,Kitchener-Waterloo,2020-08-15,7,-0.3636363636363637
Canada,Kitchener-Waterloo,2020-08-16,5,-0.375
Canada,Kitchener-Waterloo,2020-08-17,10,-0.4117647058823529
Canada,Kitchener-Waterloo,2020-08-18,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-08-19,11,-0.4761904761904762
Canada,Kitchener-Waterloo,2020-08-20,12,-0.4
Canada,Kitchener-Waterloo,2020-08-21,11,-0.3888888888888889
Canada,Kitchener-Waterloo,2020-08-22,8,-0.2727272727272727
Canada,Kitchener-Waterloo,2020-08-23,5,-0.375
Canada,Kitchener-Waterloo,2020-08-24,10,-0.4117647058823529
Canada,Kitchener-Waterloo,2020-08-25,14,-0.2631578947368421
Canada,Kitchener-Waterloo,2020-08-26,11,-0.4761904761904762
Canada,Kitchener-Waterloo,2020-08-27,11,-0.45
Canada,Kitchener-Waterloo,2020-08-28,12,-0.3333333333333333
Canada,Kitchener-Waterloo,2020-08-29,9,-0.1818181818181818
Canada,Kitchener-Waterloo,2020-08-30,6,-0.25
Canada,Kitchener-Waterloo,2020-08-31,11,-0.3529411764705882
Canada,Kitchener-Waterloo,2020-09-01,12,-0.3684210526315789
Canada,Kitchener-Waterloo,2020-09-02,12,-0.4285714285714285
Canada,Kitchener-Waterloo,2020-09-03,14,-0.3
Canada,Kitchener-Waterloo,2020-09-04,13,-0.2777777777777778
Canada,Kitchener-Waterloo,2020-09-05,9,-0.1818181818181818
Canada,Kitchener-Waterloo,2020-09-06,7,-0.125
Canada,Kitchener-Waterloo,2020-09-07,4,-0.7647058823529411
Canada,Kitchener-Waterloo,2020-09-08,13,-0.3157894736842105
Canada,Kitchener-Waterloo,2020-09-09,14,-0.3333333333333333
Canada,Kitchener-Waterloo,2020-09-10,16,-0.2
Canada,Kitchener-Waterloo,2020-09-11,15,-0.1666666666666666
Canada,Kitchener-Waterloo,2020-09-12,10,-0.0909090909090909
Canada,Kitchener-Waterloo,2020-09-13,7,-0.125
Canada,Kitchener-Waterloo,2020-09-14,13,-0.2352941176470588
Canada,Kitchener-Waterloo,2020-09-15,13,-0.3157894736842105
Canada,Kitchener-Waterloo,2020-09-16,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-09-17,13,-0.35
Canada,Kitchener-Waterloo,2020-09-18,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-09-19,10,-0.0909090909090909
Canada,Kitchener-Waterloo,2020-09-20,6,-0.25
Canada,Kitchener-Waterloo,2020-09-21,12,-0.2941176470588235
Canada,Kitchener-Waterloo,2020-09-22,12,-0.3684210526315789
Canada,Kitchener-Waterloo,2020-09-23,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-09-24,13,-0.35
Canada,Kitchener-Waterloo,2020-09-25,13,-0.2777777777777778
Canada,Kitchener-Waterloo,2020-09-26,10,-0.0909090909090909
Canada,Kitchener-Waterloo,2020-09-27,6,-0.25
Canada,Kitchener-Waterloo,2020-09-28,14,-0.1764705882352941
Canada,Kitchener-Waterloo,2020-09-29,12,-0.3684210526315789
Canada,Kitchener-Waterloo,2020-09-30,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-10-01,13,-0.35
Canada,Kitchener-Waterloo,2020-10-02,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-10-03,9,-0.1818181818181818
Canada,Kitchener-Waterloo,2020-10-04,7,-0.125
Canada,Kitchener-Waterloo,2020-10-05,11,-0.3529411764705882
Canada,Kitchener-Waterloo,2020-10-06,12,-0.3684210526315789
Canada,Kitchener-Waterloo,2020-10-07,12,-0.4285714285714285
Canada,Kitchener-Waterloo,2020-10-08,12,-0.4
Canada,Kitchener-Waterloo,2020-10-09,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-10-10,9,-0.1818181818181818
Canada,Kitchener-Waterloo,2020-10-11,6,-0.25
Canada,Kitchener-Waterloo,2020-10-12,4,-0.7647058823529411
Canada,Kitchener-Waterloo,2020-10-13,14,-0.2631578947368421
Canada,Kitchener-Waterloo,2020-10-14,16,-0.2380952380952381
Canada,Kitchener-Waterloo,2020-10-15,15,-0.25
Canada,Kitchener-Waterloo,2020-10-16,16,-0.1111111111111111
Canada,Kitchener-Waterloo,2020-10-17,12,0.0909090909090909
Canada,Kitchener-Waterloo,2020-10-18,7,-0.125
Canada,Kitchener-Waterloo,2020-10-19,12,-0.2941176470588235
Canada,Kitchener-Waterloo,2020-10-20,14,-0.2631578947368421
Canada,Kitchener-Waterloo,2020-10-21,12,-0.4285714285714285
Canada,Kitchener-Waterloo,2020-10-22,13,-0.35
Canada,Kitchener-Waterloo,2020-10-23,16,-0.1111111111111111
Canada,Kitchener-Waterloo,2020-10-24,11,0.0
Canada,Kitchener-Waterloo,2020-10-25,7,-0.125
Canada,Kitchener-Waterloo,2020-10-26,12,-0.2941176470588235
Canada,Kitchener-Waterloo,2020-10-27,14,-0.2631578947368421
Canada,Kitchener-Waterloo,2020-10-28,14,-0.3333333333333333
Canada,Kitchener-Waterloo,2020-10-29,14,-0.3
Canada,Kitchener-Waterloo,2020-10-30,15,-0.1666666666666666
Canada,Kitchener-Waterloo,2020-10-31,11,0.0
Canada,Kitchener-Waterloo,2020-11-01,8,0.0
Canada,Kitchener-Waterloo,2020-11-02,13,-0.2352941176470588
Canada,Kitchener-Waterloo,2020-11-03,13,-0.3157894736842105
Canada,Kitchener-Waterloo,2020-11-04,14,-0.3333333333333333
Canada,Kitchener-Waterloo,2020-11-05,14,-0.3
Canada,Kitchener-Waterloo,2020-11-06,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-11-07,10,-0.0909090909090909
Canada,Kitchener-Waterloo,2020-11-08,8,0.0
Canada,Kitchener-Waterloo,2020-11-09,12,-0.2941176470588235
Canada,Kitchener-Waterloo,2020-11-10,13,-0.3157894736842105
Canada,Kitchener-Waterloo,2020-11-11,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-11-12,13,-0.35
Canada,Kitchener-Waterloo,2020-11-13,15,-0.1666666666666666
Canada,Kitchener-Waterloo,2020-11-14,10,-0.0909090909090909
Canada,Kitchener-Waterloo,2020-11-15,7,-0.125
Canada,Kitchener-Waterloo,2020-11-16,12,-0.2941176470588235
Canada,Kitchener-Waterloo,2020-11-17,16,-0.1578947368421052
Canada,Kitchener-Waterloo,2020-11-18,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-11-19,13,-0.35
Canada,Kitchener-Waterloo,2020-11-20,17,-0.0555555555555555
Canada,Kitchener-Waterloo,2020-11-21,11,0.0
Canada,Kitchener-Waterloo,2020-11-22,25,2.125
Canada,Kitchener-Waterloo,2020-11-23,12,-0.2941176470588235
Canada,Kitchener-Waterloo,2020-11-24,12,-0.3684210526315789
Canada,Kitchener-Waterloo,2020-11-25,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-11-26,14,-0.3
Canada,Kitchener-Waterloo,2020-11-27,13,-0.2777777777777778
Canada,Kitchener-Waterloo,2020-11-28,10,-0.0909090909090909
Canada,Kitchener-Waterloo,2020-11-29,6,-0.25
Canada,Kitchener-Waterloo,2020-11-30,13,-0.2352941176470588
Canada,Kitchener-Waterloo,2020-12-01,26,0.3684210526315789
Canada,Kitchener-Waterloo,2020-12-02,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-12-03,12,-0.4
Canada,Kitchener-Waterloo,2020-12-04,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-12-05,9,-0.1818181818181818
Canada,Kitchener-Waterloo,2020-12-06,6,-0.25
Canada,Kitchener-Waterloo,2020-12-07,11,-0.3529411764705882
Canada,Kitchener-Waterloo,2020-12-08,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-12-09,12,-0.4285714285714285
Canada,Kitchener-Waterloo,2020-12-10,13,-0.35
Canada,Kitchener-Waterloo,2020-12-11,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-12-12,12,0.0909090909090909
Canada,Kitchener-Waterloo,2020-12-13,6,-0.25
Canada,Kitchener-Waterloo,2020-12-14,17,0.0
Canada,Kitchener-Waterloo,2020-12-15,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-12-16,11,-0.4761904761904762
Canada,Kitchener-Waterloo,2020-12-17,14,-0.3
Canada,Kitchener-Waterloo,2020-12-18,14,-0.2222222222222222
Canada,Kitchener-Waterloo,2020-12-19,13,0.1818181818181818
Canada,Kitchener-Waterloo,2020-12-20,7,-0.125
Canada,Kitchener-Waterloo,2020-12-21,12,-0.2941176470588235
Canada,Kitchener-Waterloo,2020-12-22,12,-0.3684210526315789
Canada,Kitchener-Waterloo,2020-12-23,13,-0.3809523809523809
Canada,Kitchener-Waterloo,2020-12-24,17,-0.15
Canada,Kitchener-Waterloo,2020-12-25,18,0.0
Canada,Kitchener-Waterloo,2020-12-26,16,0.4545454545454545
Canada,Kitchener-Waterloo,2020-12-27,8,0.0
Canada,Kitchener-Waterloo,2020-12-28,9,-0.4705882352941176
Canada,Kitchener-Waterloo,2020-12-29,11,-0.4210526315789473
Canada,Kitchener-Waterloo,2020-12-30,13,-0.3809523809523809
